12.23:20.15.12 ERROR	ru.sfedu.musicapp.api.XmlAPITest:31 - cant write to xml file
12.24:09.28.18  INFO	ru.sfedu.musicapp.api.XmlAPITest:63 - row added to xml file
01.19:17.44.20  INFO	ru.sfedu.musicapp.api.XmlAPITest:65 - row added to xml file
01.19:17.44.20  INFO	ru.sfedu.musicapp.api.XmlAPITest:65 - row added to xml file
01.19:19.02.54  INFO	ru.sfedu.musicapp.api.CsvAPITest:136 - csv file has been read successfully!
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 1, login: user1, email: example1@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 2, login: user2, email: example2@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 3, login: user3, email: example3@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 4, login: user4, email: example4@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 5, login: user5, email: example5@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 6, login: user6, email: example6@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 7, login: user7, email: example7@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 8, login: user8, email: example8@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 9, login: user9, email: example9@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 10, login: user10, email: example10@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 11, login: user11, email: example11@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 12, login: user12, email: example12@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 13, login: user13, email: example13@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 14, login: user14, email: example14@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 15, login: user15, email: example15@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 16, login: user16, email: example16@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 17, login: user17, email: example17@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 18, login: user18, email: example18@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 19, login: user19, email: example19@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 20, login: user20, email: example20@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 21, login: user21, email: example21@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 22, login: user22, email: example22@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 23, login: user23, email: example23@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 24, login: user24, email: example24@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 25, login: user25, email: example25@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 26, login: user26, email: example26@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 27, login: user27, email: example27@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 28, login: user28, email: example28@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 29, login: user29, email: example29@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 30, login: user30, email: example30@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 31, login: user31, email: example31@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 32, login: user32, email: example32@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 33, login: user33, email: example33@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 34, login: user34, email: example34@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 35, login: user35, email: example35@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 36, login: user36, email: example36@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 37, login: user37, email: example37@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 38, login: user38, email: example38@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 39, login: user39, email: example39@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 40, login: user40, email: example40@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 41, login: user41, email: example41@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 42, login: user42, email: example42@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 43, login: user43, email: example43@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 44, login: user44, email: example44@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 45, login: user45, email: example45@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 46, login: user46, email: example46@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 47, login: user47, email: example47@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 48, login: user48, email: example48@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 49, login: user49, email: example49@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 50, login: user50, email: example50@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 51, login: user51, email: example51@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 52, login: user52, email: example52@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 53, login: user53, email: example53@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 54, login: user54, email: example54@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 55, login: user55, email: example55@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 56, login: user56, email: example56@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 57, login: user57, email: example57@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 58, login: user58, email: example58@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 59, login: user59, email: example59@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 60, login: user60, email: example60@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 61, login: user61, email: example61@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 62, login: user62, email: example62@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 63, login: user63, email: example63@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 64, login: user64, email: example64@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 65, login: user65, email: example65@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 66, login: user66, email: example66@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 67, login: user67, email: example67@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 68, login: user68, email: example68@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 69, login: user69, email: example69@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 70, login: user70, email: example70@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 71, login: user71, email: example71@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 72, login: user72, email: example72@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 73, login: user73, email: example73@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 74, login: user74, email: example74@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 75, login: user75, email: example75@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 76, login: user76, email: example76@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 77, login: user77, email: example77@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 78, login: user78, email: example78@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 79, login: user79, email: example79@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 80, login: user80, email: example80@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 81, login: user81, email: example81@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 82, login: user82, email: example82@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 83, login: user83, email: example83@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 84, login: user84, email: example84@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 85, login: user85, email: example85@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 86, login: user86, email: example86@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 87, login: user87, email: example87@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 88, login: user88, email: example88@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 89, login: user89, email: example89@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 90, login: user90, email: example90@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 91, login: user91, email: example91@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 92, login: user92, email: example92@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 93, login: user93, email: example93@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 94, login: user94, email: example94@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 95, login: user95, email: example95@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 96, login: user96, email: example96@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 97, login: user97, email: example97@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 98, login: user98, email: example98@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 99, login: user99, email: example99@gmail.com
01.19:19.02.55  INFO	ru.sfedu.musicapp.api.CsvAPITest:93 - id: 100, login: user100, email: example100@gmail.com
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:136 - csv file has been read successfully!
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 1, title: track1, price: 201.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 2, title: track2, price: 202.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 3, title: track3, price: 203.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 4, title: track4, price: 204.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 5, title: track5, price: 205.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 6, title: track6, price: 206.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 7, title: track7, price: 207.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 8, title: track8, price: 208.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 9, title: track9, price: 209.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 10, title: track10, price: 210.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 11, title: track11, price: 211.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 12, title: track12, price: 212.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 13, title: track13, price: 213.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 14, title: track14, price: 214.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 15, title: track15, price: 215.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 16, title: track16, price: 216.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 17, title: track17, price: 217.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 18, title: track18, price: 218.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 19, title: track19, price: 219.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 20, title: track20, price: 220.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 21, title: track21, price: 221.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 22, title: track22, price: 222.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 23, title: track23, price: 223.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 24, title: track24, price: 224.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 25, title: track25, price: 225.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 26, title: track26, price: 226.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 27, title: track27, price: 227.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 28, title: track28, price: 228.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 29, title: track29, price: 229.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 30, title: track30, price: 230.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 31, title: track31, price: 231.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 32, title: track32, price: 232.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 33, title: track33, price: 233.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 34, title: track34, price: 234.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 35, title: track35, price: 235.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 36, title: track36, price: 236.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 37, title: track37, price: 237.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 38, title: track38, price: 238.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 39, title: track39, price: 239.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 40, title: track40, price: 240.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 41, title: track41, price: 241.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 42, title: track42, price: 242.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 43, title: track43, price: 243.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 44, title: track44, price: 244.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 45, title: track45, price: 245.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 46, title: track46, price: 246.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 47, title: track47, price: 247.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 48, title: track48, price: 248.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 49, title: track49, price: 249.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 50, title: track50, price: 250.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 51, title: track51, price: 311.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 52, title: track52, price: 312.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 53, title: track53, price: 313.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 54, title: track54, price: 314.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 55, title: track55, price: 315.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 56, title: track56, price: 316.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 57, title: track57, price: 317.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 58, title: track58, price: 318.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 59, title: track59, price: 319.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 60, title: track60, price: 320.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 61, title: track61, price: 321.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 62, title: track62, price: 322.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 63, title: track63, price: 323.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 64, title: track64, price: 324.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 65, title: track65, price: 325.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 66, title: track66, price: 326.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 67, title: track67, price: 327.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 68, title: track68, price: 328.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 69, title: track69, price: 329.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 70, title: track70, price: 330.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 71, title: track71, price: 331.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 72, title: track72, price: 332.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 73, title: track73, price: 333.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 74, title: track74, price: 334.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 75, title: track75, price: 335.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 76, title: track76, price: 336.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 77, title: track77, price: 337.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 78, title: track78, price: 338.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 79, title: track79, price: 339.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 80, title: track80, price: 340.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 81, title: track81, price: 341.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 82, title: track82, price: 342.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 83, title: track83, price: 343.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 84, title: track84, price: 344.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 85, title: track85, price: 345.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 86, title: track86, price: 346.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 87, title: track87, price: 347.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 88, title: track88, price: 348.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 89, title: track89, price: 349.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 90, title: track90, price: 350.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 91, title: track91, price: 351.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 92, title: track92, price: 352.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 93, title: track93, price: 353.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 94, title: track94, price: 354.0
01.19:19.05.09  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 95, title: track95, price: 355.0
01.19:19.05.10  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 96, title: track96, price: 356.0
01.19:19.05.10  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 97, title: track97, price: 357.0
01.19:19.05.10  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 98, title: track98, price: 358.0
01.19:19.05.10  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 99, title: track99, price: 359.0
01.19:19.05.10  INFO	ru.sfedu.musicapp.api.CsvAPITest:89 - id: 100, title: track100, price: 360.0
01.19:20.40.13  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.19:20.40.14  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.19:20.48.55  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.19:20.48.55  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.19:20.52.25  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.19:20.52.26  INFO	ru.sfedu.musicapp.api.XmlAPITest:92 - row added to xml file
01.20:13.07.19  INFO	ru.sfedu.musicapp.api.XmlAPITest:44 - users prepared!
01.20:13.08.32  INFO	ru.sfedu.musicapp.api.XmlAPITest:44 - users prepared!
01.20:13.09.20  INFO	ru.sfedu.musicapp.api.XmlAPITest:44 - users prepared!
01.20:13.11.45  INFO	ru.sfedu.musicapp.api.XmlAPITest:44 - users prepared!
01.20:13.18.04 ERROR	ru.sfedu.musicapp.api.XmlAPITest:106 - Transform of class java.util.ArrayList not supported
01.20:13.18.04 ERROR	ru.sfedu.musicapp.api.XmlAPITest:107 - cant write to xml file
01.20:13.19.01  INFO	ru.sfedu.musicapp.api.XmlAPITest:104 - row added to xml file
01.20:13.22.46  INFO	ru.sfedu.musicapp.api.XmlAPITest:104 - row added to xml file
01.20:13.25.20  INFO	ru.sfedu.musicapp.api.XmlAPITest:104 - data added to xml file
01.20:14.17.38  INFO	ru.sfedu.musicapp.api.XmlAPITest:38 - data collected
01.20:14.22.52  INFO	ru.sfedu.musicapp.api.XmlAPITest:38 - data collected
01.20:14.23.47  INFO	ru.sfedu.musicapp.api.XmlAPITest:38 - data collected
01.20:14.31.05  INFO	ru.sfedu.musicapp.api.XmlAPITest:38 - data collected
